PLAYER_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,GAME_DATE,SALARY
1630551,Justin Champagnie,Raptors,Guard-Forward,6-6,206,USA,2001-06-29T00:00:00,Undrafted,36,7.8,2.3,2.0,0.3,0.2,0.1,APR 23 2022,"$462,629"
1629185,Chris Chiozza,Warriors,Guard,5-11,175,USA,1995-11-21T00:00:00,Undrafted,91,11.4,3.3,1.3,2.4,0.5,0.1,APR 24 2022,"$462,629"
1627737,Marquese Chriss,Mavericks,Forward,6-9,240,USA,1997-07-02T00:00:00,8,292,18.3,7.6,4.7,1.0,0.6,0.8,APR 23 2022,"$1,292,900"
1630528,Josh Christopher,Rockets,Guard,6-3,215,USA,2001-12-08T00:00:00,24,74,18.0,7.9,2.5,2.0,0.9,0.2,,"$2,259,240"
1629109,Gary Clark,Pelicans,Forward,6-6,225,USA,1994-11-16T00:00:00,Undrafted,170,13.2,3.1,2.5,0.5,0.3,0.4,APR 24 2022,"$811,213"
1629634,Brandon Clarke,Grizzlies,Forward,6-8,215,Canada,1996-09-19T00:00:00,21,181,21.9,10.9,5.6,1.4,0.7,0.9,APR 23 2022,"$2,726,880"
203903,Jordan Clarkson,Jazz,Guard,6-4,194,USA,1992-06-07T00:00:00,46,600,27.0,15.4,3.3,2.5,0.9,0.1,APR 23 2022,"$12,420,000"
1629599,Amir Coffey,Clippers,Guard-Forward,6-7,210,USA,1997-06-17T00:00:00,Undrafted,131,16.2,6.2,2.0,1.2,0.4,0.1,,"$573,576"
1628381,John Collins,Hawks,Forward-Center,6-9,226,USA,1997-09-23T00:00:00,19,293,29.0,16.5,8.3,1.6,0.6,1.0,APR 24 2022,"$23,000,000"
1628380,Zach Collins,Spurs,Forward-Center,6-11,250,USA,1997-11-19T00:00:00,10,182,17.5,6.0,4.2,1.1,0.3,0.7,,"$7,000,000"
201144,Mike Conley,Jazz,Guard,6-1,175,USA,1987-10-11T00:00:00,4,958,32.0,14.8,3.0,5.6,1.4,0.2,APR 23 2022,"$21,000,000"
1626192,Pat Connaughton,Bucks,Guard,6-5,209,USA,1993-01-06T00:00:00,41,417,18.5,5.9,3.3,1.2,0.5,0.3,APR 24 2022,"$5,333,334"
1629076,Tyler Cook,Bulls,Forward,6-8,255,USA,1997-09-23T00:00:00,Undrafted,65,10.6,3.8,2.5,0.3,0.2,0.1,APR 24 2022,"$462,629"
1630536,Sharife Cooper,Hawks,Guard,6-1,176,USA,2001-06-11T00:00:00,48,13,3.0,0.5,0.4,0.4,0.0,0.0,APR 24 2022,"$462,629"
202326,DeMarcus Cousins,Nuggets,Center,6-10,270,USA,1990-08-13T00:00:00,5,654,29.8,19.6,10.2,3.0,1.3,1.1,APR 24 2022,"$2,038,942"
203496,Robert Covington,Clippers,Forward,6-7,209,USA,1990-12-14T00:00:00,Undrafted,537,29.9,11.6,5.8,1.5,1.6,1.0,,"$12,975,471"
1628470,Torrey Craig,Suns,Forward,6-7,221,USA,1990-12-19T00:00:00,Undrafted,300,18.7,5.7,3.6,0.9,0.5,0.5,APR 24 2022,"$4,878,049"
203109,Jae Crowder,Suns,Forward,6-6,235,USA,1990-07-06T00:00:00,34,735,25.3,9.6,4.3,1.6,1.0,0.3,APR 24 2022,"$9,720,900"
1629633,Jarrett Culver,Grizzlies,Guard-Forward,6-6,195,USA,1999-02-20T00:00:00,6,134,17.5,6.6,2.7,1.2,0.7,0.4,APR 23 2022,"$6,395,160"
1630595,Cade Cunningham,Pistons,Guard,6-6,220,USA,2001-09-25T00:00:00,1,64,32.6,17.4,5.5,5.6,1.2,0.7,,"$10,050,120"
203552,Seth Curry,Nets,Guard,6-2,185,USA,1990-08-23T00:00:00,Undrafted,377,25.2,11.3,2.2,2.2,0.7,0.1,APR 23 2022,"$8,207,518"
201939,Stephen Curry,Warriors,Guard,6-2,185,USA,1988-03-14T00:00:00,7,826,34.3,24.3,4.6,6.5,1.7,0.2,APR 24 2022,"$45,780,966"
203076,Anthony Davis,Lakers,Forward-Center,6-10,253,USA,1993-03-11T00:00:00,1,604,34.4,23.8,10.2,2.3,1.4,2.3,,"$35,361,360"
202334,Ed Davis,Cavaliers,Center-Forward,6-9,218,USA,1989-06-05T00:00:00,13,722,19.1,5.9,6.4,0.7,0.5,0.8,,"$2,641,691"
1629056,Terence Davis,Kings,Guard,6-4,201,USA,1997-05-16T00:00:00,Undrafted,163,17.3,8.5,3.0,1.5,0.7,0.2,,"$4,000,000"
201942,DeMar DeRozan,Bulls,Guard-Forward,6-6,220,USA,1989-08-07T00:00:00,9,957,34.3,20.8,4.4,3.9,1.0,0.3,APR 24 2022,"$26,000,000"
203473,Dewayne Dedmon,Heat,Center,7-0,245,USA,1989-08-12T00:00:00,Undrafted,477,17.8,6.4,5.9,0.7,0.5,0.8,APR 24 2022,"$5,256,308"
1628978,Donte DiVincenzo,Kings,Guard,6-4,203,USA,1997-01-31T00:00:00,17,201,23.6,9.0,4.6,2.5,1.1,0.2,,"$4,675,830"
1628977,Hamidou Diallo,Pistons,Guard,6-5,202,USA,1998-07-31T00:00:00,45,207,18.9,8.4,3.9,1.1,0.8,0.3,,"$5,200,000"
203476,Gorgui Dieng,Hawks,Center,6-10,248,Senegal,1990-01-18T00:00:00,21,597,20.6,7.5,5.7,1.3,0.8,0.9,APR 24 2022,"$4,000,000"
203915,Spencer Dinwiddie,Mavericks,Guard,6-6,215,USA,1993-04-06T00:00:00,38,387,26.4,13.0,3.0,5.0,0.7,0.3,APR 23 2022,"$17,142,857"
1629029,Luka Doncic,Mavericks,Forward-Guard,6-7,230,Slovenia,1999-02-28T00:00:00,3,264,33.8,26.4,8.5,8.0,1.1,0.4,APR 23 2022,"$10,174,391"
1629652,Luguentz Dort,Thunder,Guard,6-3,215,Canada,1999-04-19T00:00:00,Undrafted,139,29.0,13.3,3.5,1.5,0.9,0.3,,"$1,782,621"
1630245,Ayo Dosunmu,Bulls,Guard,6-4,200,USA,2000-01-17T00:00:00,38,77,27.4,8.8,2.8,3.3,0.8,0.4,APR 24 2022,"$925,258"
201609,Goran Dragic,Nets,Guard,6-3,190,Slovenia,1986-05-06T00:00:00,45,888,27.9,13.7,3.1,4.8,1.0,0.2,APR 23 2022,"$19,348,907"
203083,Andre Drummond,Nets,Center,6-10,279,USA,1993-08-10T00:00:00,9,718,29.6,13.8,13.3,1.4,1.4,1.5,APR 23 2022,"$2,401,537"
1630537,Chris Duarte,Pacers,Guard,6-5,190,Dominican Republic,1997-06-13T00:00:00,13,55,28.0,13.1,4.1,2.1,1.0,0.2,,"$3,749,400"
201142,Kevin Durant,Nets,Forward,6-10,240,USA,1988-09-29T00:00:00,2,939,36.7,27.2,7.1,4.3,1.1,1.1,APR 23 2022,"$42,018,900"
1630162,Anthony Edwards,Timberwolves,Guard,6-4,225,USA,2001-08-05T00:00:00,1,144,33.2,20.3,4.7,3.4,1.3,0.6,APR 23 2022,"$10,245,480"
1629035,Carsen Edwards,Celtics,Guard,5-11,200,USA,1998-03-12T00:00:00,33,72,9.8,3.7,1.1,0.7,0.3,0.1,,"$1,859,365"
1630556,Kessler Edwards,Nets,Forward,6-7,203,USA,2000-08-09T00:00:00,44,48,20.6,5.9,3.6,0.6,0.6,0.5,APR 23 2022,"$463,211"
1629604,CJ Elleby,Trail Blazers,Forward-Guard,6-6,200,USA,2000-06-16T00:00:00,46,88,15.5,4.6,2.9,1.1,0.5,0.3,,"$1,517,981"
201961,Wayne Ellington,Lakers,Guard,6-4,207,USA,1987-11-29T00:00:00,28,770,20.9,8.0,2.1,1.1,0.5,0.1,,"$2,641,691"
203954,Joel Embiid,76ers,Center-Forward,7-0,280,Cameroon,1994-03-16T00:00:00,3,328,31.2,26.0,11.4,3.3,0.9,1.7,APR 23 2022,"$31,579,390"
202324,Derrick Favors,Thunder,Forward,6-9,265,USA,1991-07-15T00:00:00,3,790,24.3,10.6,7.1,1.1,0.7,1.2,,"$9,720,900"
1628981,Bruno Fernando,Rockets,Forward-Center,6-9,240,Angola,1998-08-15T00:00:00,34,119,9.2,3.2,2.8,0.6,0.2,0.3,,"$1,782,621"
1627827,Dorian Finney-Smith,Mavericks,Forward,6-7,220,USA,1993-05-04T00:00:00,Undrafted,394,27.3,8.2,4.5,1.4,0.8,0.4,APR 23 2022,"$4,000,000"
1630238,Malik Fitts,Celtics,Forward,6-5,230,USA,1997-07-04T00:00:00,Undrafted,18,4.1,1.3,1.1,0.3,0.0,0.0,APR 23 2022,"$630,874"
1630201,Malachi Flynn,Raptors,Guard,6-1,175,USA,1998-05-09T00:00:00,29,91,16.1,6.0,2.0,2.3,0.6,0.1,APR 23 2022,"$2,048,040"
1627854,Bryn Forbes,Nuggets,Guard,6-2,205,USA,1993-07-23T00:00:00,Undrafted,406,20.5,9.1,1.7,1.2,0.4,0.0,APR 24 2022,"$4,500,000"
1630235,Trent Forrest,Jazz,Guard,6-4,210,USA,1998-06-12T00:00:00,Undrafted,90,11.9,3.1,1.6,1.7,0.4,0.1,APR 23 2022,"$463,211"
203095,Evan Fournier,Knicks,Guard-Forward,6-6,205,France,1992-10-29T00:00:00,20,645,28.6,14.3,2.7,2.6,0.9,0.2,,"$17,142,857"
1628368,De'Aaron Fox,Kings,Guard,6-3,185,USA,1997-12-20T00:00:00,5,322,32.1,19.1,3.5,6.2,1.3,0.4,,"$28,103,500"
1628365,Markelle Fultz,Magic,Guard,6-4,209,USA,1998-05-29T00:00:00,1,131,24.8,10.9,3.2,4.8,1.1,0.2,,"$16,500,000"
1629117,Wenyen Gabriel,Lakers,Forward,6-9,205,South Sudan,1997-03-26T00:00:00,Undrafted,77,10.8,3.6,2.6,0.4,0.3,0.3,,"$522,015"
1629655,Daniel Gafford,Wizards,Forward-Center,6-9,234,USA,1998-10-01T00:00:00,38,169,16.8,7.6,4.4,0.7,0.4,1.4,,"$1,782,621"
201568,Danilo Gallinari,Hawks,Forward,6-10,236,Italy,1988-08-08T00:00:00,6,728,29.9,15.6,4.8,1.9,0.7,0.4,APR 24 2022,"$20,475,000"
1629636,Darius Garland,Cavaliers,Guard,6-1,192,USA,2000-01-26T00:00:00,5,181,33.4,17.4,2.6,6.3,1.1,0.1,,"$7,040,880"
1630586,Usman Garuba,Rockets,Forward,6-8,229,Spain,2002-03-09T00:00:00,23,24,10.0,2.0,3.5,0.7,0.4,0.5,,"$2,353,320"
1630568,Luka Garza,Pistons,Center,6-10,243,USA,1998-12-27T00:00:00,52,32,12.2,5.8,3.1,0.6,0.3,0.2,,"$925,258"
200752,Rudy Gay,Jazz,Forward-Guard,6-8,250,USA,1986-08-17T00:00:00,8,1064,31.7,16.3,5.8,2.1,1.1,0.7,APR 23 2022,"$5,890,000"
202331,Paul George,Clippers,Forward,6-8,220,USA,1990-05-02T00:00:00,10,737,33.6,20.4,6.4,3.6,1.7,0.4,,"$39,344,970"
201959,Taj Gibson,Knicks,Forward,6-9,232,USA,1985-06-24T00:00:00,26,896,24.5,9.0,6.1,1.0,0.6,1.0,,"$4,910,000"
1630581,Josh Giddey,Thunder,Guard,6-8,205,Australia,2002-10-10T00:00:00,6,54,31.5,12.5,7.8,6.4,0.9,0.4,,"$5,988,000"
1628983,Shai Gilgeous-Alexander,Thunder,Guard,6-6,180,Canada,1998-07-12T00:00:00,11,243,31.8,18.2,4.5,4.3,1.1,0.7,,"$5,495,532"
1630264,Anthony Gill,Wizards,Forward,6-7,230,USA,1992-10-17T00:00:00,Undrafted,70,9.7,3.7,1.9,0.5,0.2,0.2,,"$1,517,981"
203497,Rudy Gobert,Jazz,Center,7-1,258,France,1992-06-26T00:00:00,27,611,30.0,12.4,11.7,1.3,0.7,2.2,APR 23 2022,"$34,844,000"
1629164,Brandon Goodwin,Cavaliers,Guard,6-0,180,USA,1995-10-02T00:00:00,Undrafted,133,12.1,4.7,1.6,1.9,0.4,0.0,,"$343,988"
203932,Aaron Gordon,Nuggets,Forward,6-8,235,USA,1995-09-16T00:00:00,4,528,28.9,13.0,6.3,2.5,0.7,0.6,APR 24 2022,"$16,409,091"
201569,Eric Gordon,Rockets,Guard,6-3,215,USA,1988-12-25T00:00:00,7,749,32.4,16.4,2.4,2.8,0.9,0.3,,"$18,218,818"
203924,Jerami Grant,Pistons,Forward,6-8,210,USA,1994-03-12T00:00:00,39,555,26.0,11.4,3.9,1.3,0.6,1.1,,"$20,002,500"
201980,Danny Green,76ers,Guard,6-6,215,USA,1987-06-22T00:00:00,46,819,25.3,8.7,3.4,1.6,1.0,0.8,APR 23 2022,"$10,000,000"
203110,Draymond Green,Warriors,Forward,6-6,230,USA,1990-03-04T00:00:00,35,685,28.5,8.7,6.9,5.4,1.4,1.0,APR 24 2022,"$24,026,712"
203210,JaMychal Green,Nuggets,Forward-Center,6-8,227,USA,1990-06-21T00:00:00,Undrafted,487,20.8,7.9,5.7,0.9,0.6,0.4,APR 24 2022,"$8,200,000"
1630224,Jalen Green,Rockets,Guard,6-4,186,USA,2002-02-09T00:00:00,2,67,31.9,17.3,3.4,2.6,0.7,0.3,,"$8,992,080"
1629750,Javonte Green,Bulls,Guard-Forward,6-5,205,USA,1993-07-23T00:00:00,Undrafted,154,16.0,5.0,2.9,0.7,0.8,0.3,APR 24 2022,"$1,669,178"
201145,Jeff Green,Nuggets,Forward,6-8,235,USA,1986-08-28T00:00:00,5,1051,29.0,12.6,4.3,1.5,0.7,0.5,APR 24 2022,"$4,500,000"
1630182,Josh Green,Mavericks,Guard,6-5,200,Australia,2000-11-16T00:00:00,18,106,14.0,4.0,2.3,1.0,0.6,0.2,APR 23 2022,"$2,957,520"
