PLAYER_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,GAME_DATE,SALARY,AGE
1628396,Tony Bradley,Bulls,Center,208,112.0,USA,1998-01-08,4,28,167,11.7,4.6,4.3,0.5,0.2,0.6,2022-04-24,1789256,"years=+24, months=+3, days=+16"
1629649,Ignas Brazdeikis,Magic,Forward,198,100.0,Canada,1999-01-08,2,47,64,13.1,5.0,1.9,0.9,0.2,0.1,,462629,"years=+23, months=+3, days=+16"
1628969,Mikal Bridges,Suns,Forward,198,95.0,USA,1996-08-30,3,10,309,31.3,11.3,3.9,2.1,1.3,0.6,2022-04-24,5557725,"years=+25, months=+7, days=+25"
1628970,Miles Bridges,Hornets,Forward,201,102.0,USA,1998-03-21,3,12,291,29.1,13.4,5.6,2.3,0.7,0.7,,5421493,"years=+24, months=+1, days=+3"
1629052,Oshae Brissett,Pacers,Forward,201,95.0,Canada,1998-06-20,2,,107,20.7,8.2,4.7,0.9,0.6,0.5,,1701593,"years=+23, months=+10, days=+4"
1627763,Malcolm Brogdon,Pacers,Guard,196,104.0,USA,1992-12-11,5,36,333,30.2,15.5,4.2,4.8,0.9,0.2,,21700000,"years=+29, months=+4, days=+13"
1629717,Armoni Brooks,Raptors,Guard,190,88.0,USA,1998-06-05,1,,74,18.4,6.9,2.3,1.2,0.5,0.2,2022-04-23,1739065,"years=+23, months=+10, days=+19"
1628415,Dillon Brooks,Grizzlies,Guard,201,102.0,Canada,1996-01-22,4,45,272,28.2,14.5,3.0,2.0,1.0,0.3,2022-04-23,12200000,"years=+26, months=+3, days=+2"
1628971,Bruce Brown,Nets,Guard,193,92.0,USA,1996-08-15,3,42,269,23.5,7.6,4.3,2.1,0.9,0.5,2022-04-23,4736102,"years=+25, months=+8, days=+9"
1627759,Jaylen Brown,Celtics,Guard,198,101.0,USA,1996-10-24,5,3,403,28.7,16.5,4.9,2.0,0.9,0.4,2022-04-23,26758928,"years=+25, months=+6"
1629650,Moses Brown,Cavaliers,Center,218,111.0,USA,1999-10-13,2,,92,14.1,6.0,5.8,0.1,0.4,0.7,,1933909,"years=+22, months=+6, days=+11"
1628425,Sterling Brown,Mavericks,Guard,196,99.0,USA,1995-02-10,4,46,264,16.8,5.4,3.3,1.0,0.5,0.2,2022-04-23,3000000,"years=+27, months=+2, days=+14"
1628973,Jalen Brunson,Mavericks,Guard,185,86.0,USA,1996-08-31,3,33,277,24.7,11.9,3.0,3.7,0.6,0.0,2022-04-23,1802057,"years=+25, months=+7, days=+24"
1628418,Thomas Bryant,Wizards,Center,208,112.0,USA,1997-07-31,4,42,170,20.1,10.2,5.7,1.3,0.4,0.9,,8666667,"years=+24, months=+8, days=+24"
203493,Reggie Bullock,Mavericks,Guard,198,93.0,USA,1991-03-16,8,25,434,22.5,7.8,2.5,1.2,0.6,0.1,2022-04-23,9536000,"years=+31, months=+1, days=+8"
203504,Trey Burke,Mavericks,Guard,183,84.0,USA,1992-11-12,8,9,498,20.9,9.6,1.8,3.1,0.6,0.1,2022-04-23,3150000,"years=+29, months=+5, days=+12"
202692,Alec Burks,Knicks,Guard,198,97.0,USA,1991-07-20,10,12,625,23.0,10.6,3.5,2.0,0.7,0.2,,9536000,"years=+30, months=+9, days=+4"
1630215,Jared Butler,Jazz,Guard,190,88.0,USA,2000-08-25,0,40,42,8.6,3.8,1.1,1.5,0.4,0.2,2022-04-23,925258,"years=+21, months=+7, days=+30"
202710,Jimmy Butler,Heat,Forward,201,104.0,USA,1989-09-14,10,30,690,33.1,17.7,5.3,4.1,1.6,0.5,2022-04-24,36016200,"years=+32, months=+7, days=+10"
1629719,Devontae Cacok,Spurs,Forward,201,109.0,USA,1996-10-08,2,,36,6.3,2.5,2.2,0.2,0.4,0.3,,726128,"years=+25, months=+6, days=+16"
203484,Kentavious Caldwell-Pope,Wizards,Guard,196,93.0,USA,1993-02-18,8,8,683,29.2,11.6,3.1,1.7,1.1,0.2,,13038862,"years=+29, months=+2, days=+6"
1630267,Facundo Campazzo,Nuggets,Guard,178,88.0,Argentina,1991-03-23,1,,130,20.1,5.6,1.9,3.5,1.1,0.3,2022-04-24,3200000,"years=+31, months=+1, days=+1"
1628427,Vlatko Cancar,Nuggets,Forward,203,107.0,Slovenia,1997-04-10,2,49,70,7.2,2.3,1.3,0.5,0.2,0.1,2022-04-24,1782621,"years=+25, days=+14"
1629962,Devin Cannady,Magic,Guard,188,83.0,USA,1996-05-21,1,,13,16.8,6.5,0.8,0.8,0.8,0.3,,185578,"years=+25, months=+11, days=+3"
203991,Clint Capela,Hawks,Center,208,116.0,Switzerland,1994-05-18,7,25,471,26.8,12.4,10.7,1.0,0.7,1.5,2022-04-24,18603448,"years=+27, months=+11, days=+6"
1628975,Jevon Carter,Bucks,Guard,185,91.0,USA,1995-09-14,3,32,223,14.1,4.4,1.7,1.4,0.6,0.2,2022-04-24,4107149,"years=+26, months=+7, days=+10"
1627936,Alex Caruso,Bulls,Guard,196,84.0,USA,1994-02-28,4,,225,20.6,6.2,2.5,2.7,1.1,0.3,2022-04-24,8600000,"years=+28, months=+1, days=+27"
1630551,Justin Champagnie,Raptors,Guard,198,93.0,USA,2001-06-29,0,,36,7.8,2.3,2.0,0.3,0.2,0.1,2022-04-23,462629,"years=+20, months=+9, days=+26"
1629185,Chris Chiozza,Warriors,Guard,180,79.0,USA,1995-11-21,3,,91,11.4,3.3,1.3,2.4,0.5,0.1,2022-04-24,462629,"years=+26, months=+5, days=+3"
1627737,Marquese Chriss,Mavericks,Forward,206,109.0,USA,1997-07-02,5,8,292,18.3,7.6,4.7,1.0,0.6,0.8,2022-04-23,1292900,"years=+24, months=+9, days=+22"
1630528,Josh Christopher,Rockets,Guard,190,98.0,USA,2001-12-08,0,24,74,18.0,7.9,2.5,2.0,0.9,0.2,,2259240,"years=+20, months=+4, days=+16"
1629109,Gary Clark,Pelicans,Forward,198,102.0,USA,1994-11-16,3,,170,13.2,3.1,2.5,0.5,0.3,0.4,2022-04-24,811213,"years=+27, months=+5, days=+8"
1629634,Brandon Clarke,Grizzlies,Forward,203,98.0,Canada,1996-09-19,2,21,181,21.9,10.9,5.6,1.4,0.7,0.9,2022-04-23,2726880,"years=+25, months=+7, days=+5"
203903,Jordan Clarkson,Jazz,Guard,193,88.0,USA,1992-06-07,7,46,600,27.0,15.4,3.3,2.5,0.9,0.1,2022-04-23,12420000,"years=+29, months=+10, days=+17"
1629599,Amir Coffey,Clippers,Guard,201,95.0,USA,1997-06-17,2,,131,16.2,6.2,2.0,1.2,0.4,0.1,,573576,"years=+24, months=+10, days=+7"
1628381,John Collins,Hawks,Forward,206,103.0,USA,1997-09-23,4,19,293,29.0,16.5,8.3,1.6,0.6,1.0,2022-04-24,23000000,"years=+24, months=+7, days=+1"
1628380,Zach Collins,Spurs,Forward,211,113.0,USA,1997-11-19,3,10,182,17.5,6.0,4.2,1.1,0.3,0.7,,7000000,"years=+24, months=+5, days=+5"
201144,Mike Conley,Jazz,Guard,185,79.0,USA,1987-10-11,14,4,958,32.0,14.8,3.0,5.6,1.4,0.2,2022-04-23,21000000,"years=+34, months=+6, days=+13"
1626192,Pat Connaughton,Bucks,Guard,196,95.0,USA,1993-01-06,6,41,417,18.5,5.9,3.3,1.2,0.5,0.3,2022-04-24,5333334,"years=+29, months=+3, days=+18"
1629076,Tyler Cook,Bulls,Forward,203,116.0,USA,1997-09-23,2,,65,10.6,3.8,2.5,0.3,0.2,0.1,2022-04-24,462629,"years=+24, months=+7, days=+1"
1630536,Sharife Cooper,Hawks,Guard,185,80.0,USA,2001-06-11,0,48,13,3.0,0.5,0.4,0.4,0.0,0.0,2022-04-24,462629,"years=+20, months=+10, days=+13"
202326,DeMarcus Cousins,Nuggets,Center,208,122.0,USA,1990-08-13,10,5,654,29.8,19.6,10.2,3.0,1.3,1.1,2022-04-24,2038942,"years=+31, months=+8, days=+11"
203496,Robert Covington,Clippers,Forward,201,95.0,USA,1990-12-14,8,,537,29.9,11.6,5.8,1.5,1.6,1.0,,12975471,"years=+31, months=+4, days=+10"
1628470,Torrey Craig,Suns,Forward,201,100.0,USA,1990-12-19,4,,300,18.7,5.7,3.6,0.9,0.5,0.5,2022-04-24,4878049,"years=+31, months=+4, days=+5"
203109,Jae Crowder,Suns,Forward,198,107.0,USA,1990-07-06,9,34,735,25.3,9.6,4.3,1.6,1.0,0.3,2022-04-24,9720900,"years=+31, months=+9, days=+18"
1629633,Jarrett Culver,Grizzlies,Guard,198,88.0,USA,1999-02-20,2,6,134,17.5,6.6,2.7,1.2,0.7,0.4,2022-04-23,6395160,"years=+23, months=+2, days=+4"
1630595,Cade Cunningham,Pistons,Guard,198,100.0,USA,2001-09-25,0,1,64,32.6,17.4,5.5,5.6,1.2,0.7,,10050120,"years=+20, months=+6, days=+30"
203552,Seth Curry,Nets,Guard,188,84.0,USA,1990-08-23,7,,377,25.2,11.3,2.2,2.2,0.7,0.1,2022-04-23,8207518,"years=+31, months=+8, days=+1"
201939,Stephen Curry,Warriors,Guard,188,84.0,USA,1988-03-14,12,7,826,34.3,24.3,4.6,6.5,1.7,0.2,2022-04-24,45780966,"years=+34, months=+1, days=+10"
203076,Anthony Davis,Lakers,Forward,208,115.0,USA,1993-03-11,9,1,604,34.4,23.8,10.2,2.3,1.4,2.3,,35361360,"years=+29, months=+1, days=+13"
202334,Ed Davis,Cavaliers,Center,206,99.0,USA,1989-06-05,11,13,722,19.1,5.9,6.4,0.7,0.5,0.8,,2641691,"years=+32, months=+10, days=+19"
1629056,Terence Davis,Kings,Guard,193,91.0,USA,1997-05-16,2,,163,17.3,8.5,3.0,1.5,0.7,0.2,,4000000,"years=+24, months=+11, days=+8"
201942,DeMar DeRozan,Bulls,Guard,198,100.0,USA,1989-08-07,12,9,957,34.3,20.8,4.4,3.9,1.0,0.3,2022-04-24,26000000,"years=+32, months=+8, days=+17"
203473,Dewayne Dedmon,Heat,Center,213,111.0,USA,1989-08-12,8,,477,17.8,6.4,5.9,0.7,0.5,0.8,2022-04-24,5256308,"years=+32, months=+8, days=+12"
1628978,Donte DiVincenzo,Kings,Guard,193,92.0,USA,1997-01-31,3,17,201,23.6,9.0,4.6,2.5,1.1,0.2,,4675830,"years=+25, months=+2, days=+24"
1628977,Hamidou Diallo,Pistons,Guard,196,92.0,USA,1998-07-31,3,45,207,18.9,8.4,3.9,1.1,0.8,0.3,,5200000,"years=+23, months=+8, days=+24"
203476,Gorgui Dieng,Hawks,Center,208,112.0,Senegal,1990-01-18,8,21,597,20.6,7.5,5.7,1.3,0.8,0.9,2022-04-24,4000000,"years=+32, months=+3, days=+6"
203915,Spencer Dinwiddie,Mavericks,Guard,198,98.0,USA,1993-04-06,7,38,387,26.4,13.0,3.0,5.0,0.7,0.3,2022-04-23,17142857,"years=+29, days=+18"
1629029,Luka Doncic,Mavericks,Forward,201,104.0,Slovenia,1999-02-28,3,3,264,33.8,26.4,8.5,8.0,1.1,0.4,2022-04-23,10174391,"years=+23, months=+1, days=+27"
1629652,Luguentz Dort,Thunder,Guard,190,98.0,Canada,1999-04-19,2,,139,29.0,13.3,3.5,1.5,0.9,0.3,,1782621,"years=+23, days=+5"
1630245,Ayo Dosunmu,Bulls,Guard,193,91.0,USA,2000-01-17,0,38,77,27.4,8.8,2.8,3.3,0.8,0.4,2022-04-24,925258,"years=+22, months=+3, days=+7"
201609,Goran Dragic,Nets,Guard,190,86.0,Slovenia,1986-05-06,13,45,888,27.9,13.7,3.1,4.8,1.0,0.2,2022-04-23,19348907,"years=+35, months=+11, days=+18"
203083,Andre Drummond,Nets,Center,208,127.0,USA,1993-08-10,9,9,718,29.6,13.8,13.3,1.4,1.4,1.5,2022-04-23,2401537,"years=+28, months=+8, days=+14"
1630537,Chris Duarte,Pacers,Guard,196,86.0,Dominican Republic,1997-06-13,0,13,55,28.0,13.1,4.1,2.1,1.0,0.2,,3749400,"years=+24, months=+10, days=+11"
201142,Kevin Durant,Nets,Forward,208,109.0,USA,1988-09-29,13,2,939,36.7,27.2,7.1,4.3,1.1,1.1,2022-04-23,42018900,"years=+33, months=+6, days=+26"
1630162,Anthony Edwards,Timberwolves,Guard,193,102.0,USA,2001-08-05,1,1,144,33.2,20.3,4.7,3.4,1.3,0.6,2022-04-23,10245480,"years=+20, months=+8, days=+19"
1629035,Carsen Edwards,Celtics,Guard,180,91.0,USA,1998-03-12,2,33,72,9.8,3.7,1.1,0.7,0.3,0.1,,1859365,"years=+24, months=+1, days=+12"
1630556,Kessler Edwards,Nets,Forward,201,92.0,USA,2000-08-09,0,44,48,20.6,5.9,3.6,0.6,0.6,0.5,2022-04-23,463211,"years=+21, months=+8, days=+15"
1629604,CJ Elleby,Trail Blazers,Forward,198,91.0,USA,2000-06-16,1,46,88,15.5,4.6,2.9,1.1,0.5,0.3,,1517981,"years=+21, months=+10, days=+8"
201961,Wayne Ellington,Lakers,Guard,193,94.0,USA,1987-11-29,12,28,770,20.9,8.0,2.1,1.1,0.5,0.1,,2641691,"years=+34, months=+4, days=+26"
203954,Joel Embiid,76ers,Center,213,127.0,Cameroon,1994-03-16,5,3,328,31.2,26.0,11.4,3.3,0.9,1.7,2022-04-23,31579390,"years=+28, months=+1, days=+8"
202324,Derrick Favors,Thunder,Forward,206,120.0,USA,1991-07-15,11,3,790,24.3,10.6,7.1,1.1,0.7,1.2,,9720900,"years=+30, months=+9, days=+9"
1628981,Bruno Fernando,Rockets,Forward,206,109.0,Angola,1998-08-15,2,34,119,9.2,3.2,2.8,0.6,0.2,0.3,,1782621,"years=+23, months=+8, days=+9"
1627827,Dorian Finney-Smith,Mavericks,Forward,201,100.0,USA,1993-05-04,5,,394,27.3,8.2,4.5,1.4,0.8,0.4,2022-04-23,4000000,"years=+28, months=+11, days=+20"
1630238,Malik Fitts,Celtics,Forward,196,104.0,USA,1997-07-04,1,,18,4.1,1.3,1.1,0.3,0.0,0.0,2022-04-23,630874,"years=+24, months=+9, days=+20"
1630201,Malachi Flynn,Raptors,Guard,185,79.0,USA,1998-05-09,1,29,91,16.1,6.0,2.0,2.3,0.6,0.1,2022-04-23,2048040,"years=+23, months=+11, days=+15"
1627854,Bryn Forbes,Nuggets,Guard,188,93.0,USA,1993-07-23,5,,406,20.5,9.1,1.7,1.2,0.4,0.0,2022-04-24,4500000,"years=+28, months=+9, days=+1"
1630235,Trent Forrest,Jazz,Guard,193,95.0,USA,1998-06-12,1,,90,11.9,3.1,1.6,1.7,0.4,0.1,2022-04-23,463211,"years=+23, months=+10, days=+12"
203095,Evan Fournier,Knicks,Guard,198,93.0,France,1992-10-29,9,20,645,28.6,14.3,2.7,2.6,0.9,0.2,,17142857,"years=+29, months=+5, days=+26"
1628368,De'Aaron Fox,Kings,Guard,190,84.0,USA,1997-12-20,4,5,322,32.1,19.1,3.5,6.2,1.3,0.4,,28103500,"years=+24, months=+4, days=+4"
1628365,Markelle Fultz,Magic,Guard,193,95.0,USA,1998-05-29,4,1,131,24.8,10.9,3.2,4.8,1.1,0.2,,16500000,"years=+23, months=+10, days=+26"
1629117,Wenyen Gabriel,Lakers,Forward,206,93.0,South Sudan,1997-03-26,2,,77,10.8,3.6,2.6,0.4,0.3,0.3,,522015,"years=+25, days=+29"
1629655,Daniel Gafford,Wizards,Forward,206,106.0,USA,1998-10-01,2,38,169,16.8,7.6,4.4,0.7,0.4,1.4,,1782621,"years=+23, months=+6, days=+23"
201568,Danilo Gallinari,Hawks,Forward,208,107.0,Italy,1988-08-08,12,6,728,29.9,15.6,4.8,1.9,0.7,0.4,2022-04-24,20475000,"years=+33, months=+8, days=+16"
1629636,Darius Garland,Cavaliers,Guard,185,87.0,USA,2000-01-26,2,5,181,33.4,17.4,2.6,6.3,1.1,0.1,,7040880,"years=+22, months=+2, days=+29"
1630586,Usman Garuba,Rockets,Forward,203,104.0,Spain,2002-03-09,0,23,24,10.0,2.0,3.5,0.7,0.4,0.5,,2353320,"years=+20, months=+1, days=+15"
1630568,Luka Garza,Pistons,Center,208,110.0,USA,1998-12-27,0,52,32,12.2,5.8,3.1,0.6,0.3,0.2,,925258,"years=+23, months=+3, days=+28"
200752,Rudy Gay,Jazz,Forward,203,113.0,USA,1986-08-17,15,8,1064,31.7,16.3,5.8,2.1,1.1,0.7,2022-04-23,5890000,"years=+35, months=+8, days=+7"
202331,Paul George,Clippers,Forward,203,100.0,USA,1990-05-02,11,10,737,33.6,20.4,6.4,3.6,1.7,0.4,,39344970,"years=+31, months=+11, days=+22"
201959,Taj Gibson,Knicks,Forward,206,105.0,USA,1985-06-24,12,26,896,24.5,9.0,6.1,1.0,0.6,1.0,,4910000,"years=+36, months=+10"
1630581,Josh Giddey,Thunder,Guard,203,93.0,Australia,2002-10-10,0,6,54,31.5,12.5,7.8,6.4,0.9,0.4,,5988000,"years=+19, months=+6, days=+14"
1628983,Shai Gilgeous-Alexander,Thunder,Guard,198,82.0,Canada,1998-07-12,3,11,243,31.8,18.2,4.5,4.3,1.1,0.7,,5495532,"years=+23, months=+9, days=+12"
1630264,Anthony Gill,Wizards,Forward,201,104.0,USA,1992-10-17,1,,70,9.7,3.7,1.9,0.5,0.2,0.2,,1517981,"years=+29, months=+6, days=+7"
203497,Rudy Gobert,Jazz,Center,216,117.0,France,1992-06-26,8,27,611,30.0,12.4,11.7,1.3,0.7,2.2,2022-04-23,34844000,"years=+29, months=+9, days=+29"
1629164,Brandon Goodwin,Cavaliers,Guard,183,82.0,USA,1995-10-02,3,,133,12.1,4.7,1.6,1.9,0.4,0.0,,343988,"years=+26, months=+6, days=+22"
203932,Aaron Gordon,Nuggets,Forward,203,107.0,USA,1995-09-16,7,4,528,28.9,13.0,6.3,2.5,0.7,0.6,2022-04-24,16409091,"years=+26, months=+7, days=+8"
